owner,repo,commit_hash,commit_url,performance_message
apache,iotdb,87a37c2e37ae1f3130df9521a7ba0d898af6813d,https://github.com/apache/iotdb/commit/87a37c2e37ae1f3130df9521a7ba0d898af6813d,Load: Introduce thread pool for tablet conversion and insertion (#15611)
prestodb,presto,a972bba874890115d606de4155c5bb5b79de669f,https://github.com/prestodb/presto/commit/a972bba874890115d606de4155c5bb5b79de669f,Add distinct semi join plan optimization
quarkusio,quarkus,f6e323991d4001d13674e4ea4ca359c688469e97,https://github.com/quarkusio/quarkus/commit/f6e323991d4001d13674e4ea4ca359c688469e97,Merge pull request #47198 from franz1981/use_raw_netty_buffers  Save additional copies on byte[] and String REST resources
orientechnologies,orientdb,b2140a4d4a27e98cc8a131ee8a0c7044fa0e17a1,https://github.com/orientechnologies/orientdb/commit/b2140a4d4a27e98cc8a131ee8a0c7044fa0e17a1,fix: reduce usage of lock in distributed context initialization
hapifhir,hapi-fhir,38b67cdc00527c632635bc0801b975c55d815d7e,https://github.com/hapifhir/hapi-fhir/commit/38b67cdc00527c632635bc0801b975c55d815d7e,Performance tweak to Xml serialization (#6888)  * Performance tweak to Xml serialization  * Add changelog  * Address review comment  * Spotless  * Changelog fix
BiglySoftware,BiglyBT,32c7ecdf1f1caea1f77b4cee9bf1e0a27cf3605a,https://github.com/BiglySoftware/BiglyBT/commit/32c7ecdf1f1caea1f77b4cee9bf1e0a27cf3605a,Fix performance issues with ip filter table in config
alibaba,fastjson2,8ca7cc45665372daeacffe45143c7f42f3f6353c,https://github.com/alibaba/fastjson2/commit/8ca7cc45665372daeacffe45143c7f42f3f6353c,optimize JSONReader
trinodb,trino,80b8ae92947bb89e2a21886855a084ac369e5fa9,https://github.com/trinodb/trino/commit/80b8ae92947bb89e2a21886855a084ac369e5fa9,Increase delta.max-split-size to 128MB  The default row group size for parquet files in delta is 128MB. The default for split size should match that. The previous smaller value of 64MB generated unnecessary splits.
camunda,camunda,f03b03db679f39071b47e2f66aa44c8ea08d1dbe,https://github.com/camunda/camunda/commit/f03b03db679f39071b47e2f66aa44c8ea08d1dbe,feat: preallocate an empty DeploymentRecord used for triggering new commands
netty,netty,ec465e75136a28f65f69966c64ea164c23912b9d,https://github.com/netty/netty/commit/ec465e75136a28f65f69966c64ea164c23912b9d,IoUring: Cache the result of ioUringProbe to speed up the initialization of IoUring (#15482)  Motivation:  We can cache the probe result to speed up initialization speed.  Modification:  - Cache the result of ioUringProbe to speed up the initialization of the io.netty.channel.uring.Native class.  Result:  Speed up the initialization of IoUring class initialization  ---------  Co-authored-by: Norman Maurer <norman_maurer@apple.com>
quarkusio,quarkus,8180ac38c169dcead95ac8d27994fad03e1404b8,https://github.com/quarkusio/quarkus/commit/8180ac38c169dcead95ac8d27994fad03e1404b8,Merge pull request #46208 from gsmet/avoid-some-toString  Avoid calling MethodInfo#toString() when unnecessary
apache,iotdb,95cdc2e2bf98c4573c63c395bbe705d7dc0b4e9b,https://github.com/apache/iotdb/commit/95cdc2e2bf98c4573c63c395bbe705d7dc0b4e9b,Push down offset into TableScanNode when there is only one data region
apache,ignite,b1edb09bff5c1132943e256b0840d07704cba759,https://github.com/apache/ignite/commit/b1edb09bff5c1132943e256b0840d07704cba759,IGNITE-24666 Optimize Outbox#flush method (#11901)
apache,pinot,64dc9226e8cde8b8c76531b45ab024a5c5333fa3,https://github.com/apache/pinot/commit/64dc9226e8cde8b8c76531b45ab024a5c5333fa3, Speed up BinaryOperatorTransformFunction evaluation to use PredicateEvaluator (#14619)
quarkusio,quarkus,069c5a035c3671be9e9cd8faacc465c610c112b0,https://github.com/quarkusio/quarkus/commit/069c5a035c3671be9e9cd8faacc465c610c112b0,Avoid using the RuntimeDelegate indirection for MediaType  This call happens a lot  so it makes sense to remove the indirection and just call the final target
camunda,camunda,3841ad34aa0e60aee7b41423036a65c960192f76,https://github.com/camunda/camunda/commit/3841ad34aa0e60aee7b41423036a65c960192f76,feat: Cache SemanticVersion to avoid parsing it for every record  A global concurrent cache is used to cache valid SemanticVersion instances. There is no check in the size of the cache as only valid semantic versions are inserted. A Caffeine cache could be used if there such need arises
camunda,camunda,0f5a8b22fdc3132205e11c5b930c0695895f20c8,https://github.com/camunda/camunda/commit/0f5a8b22fdc3132205e11c5b930c0695895f20c8,fix: refactor context loader to consider simple mappings (#33877)  ## Description  <!-- Describe the goal and purpose of this PR. -->  This PR resolves a couple of things 1. Solves the bug where the roles loaded do not consider all possible ways a principal can be assigned a role 2. Refactors the query/filter sent to ES so its a single call with OR vs multiple calls per member type  The intention is to extend this to the other membership based entities in the class.  ## Checklist  <!--- Please delete options that are not relevant. Boxes should be checked by reviewer. --> - [ ] for CI changes: - [ ] structural/foundational changes signed off by [CI DRI](https://github.com/cmur2) - [ ] [ci.yml](https://github.com/camunda/camunda/blob/main/.github/workflows/ci.yml) modifications comply with ["Unified CI" requirements](https://github.com/camunda/camunda/wiki/CI-&-Automation#workflow-inclusion-criteria) - [ ] enable backports [when recommended](https://github.com/camunda/camunda/wiki/CI-&-Automation#when-to-backport-ci-changes)  ## Related issues  Related to https://github.com/camunda/camunda/issues/26572
apache,pinot,096ad7cdc2c8be828819f0cdd2bb90e35e2fccc2,https://github.com/apache/pinot/commit/096ad7cdc2c8be828819f0cdd2bb90e35e2fccc2,Make MSE leaf stage use cached TableConfig and Schema from TableDataManager (#15461)
prestodb,presto,1bc7da4b2e28452496af309484ab7d1949db1b9c,https://github.com/prestodb/presto/commit/1bc7da4b2e28452496af309484ab7d1949db1b9c,Extend filtered aggregation optimizer to support only masked partial aggregation cases
trinodb,trino,48b5e78943e4fbc3bf839c57d4ae9fee2a327ef3,https://github.com/trinodb/trino/commit/48b5e78943e4fbc3bf839c57d4ae9fee2a327ef3,Cache JWT tokens instead of generating per request
apache,camel,398feb31f1b47177ce35a5cfbec0b00672e7385a,https://github.com/apache/camel/commit/398feb31f1b47177ce35a5cfbec0b00672e7385a,CAMEL-21888: camel-core - Compress changes only if needed (#17543)  ## Motivation  When the cache size is big  compressing the changes is costly in terms of CPU so it needs to be avoided when possible  ## Modifications:  * Only compress changes when the queue is full * Add a value holder to uniquely identify each key/value pair to avoid evicting a key/value pair that has been added multiple times to the cache
prestodb,presto,df71d0544de9d5c597f5396813079d819db836c5,https://github.com/prestodb/presto/commit/df71d0544de9d5c597f5396813079d819db836c5,Support native non-equal lookup join planning  This change adds an extractor to traverse the Join plan and get lookup variables in different PlanNode  which enables index look join without any equal join condition for native execution.
crate,crate,ced59dab00561975d000b7489ea740c1de563f34,https://github.com/crate/crate/commit/ced59dab00561975d000b7489ea740c1de563f34,Avoid creating new DocTableInfoFactory objects  Follows: #17680
camunda,camunda,d922905acbc13991967787159e097d1ba720a2c8,https://github.com/camunda/camunda/commit/d922905acbc13991967787159e097d1ba720a2c8,
apache,shardingsphere,e53f39092a8ea87734a99e4612b9ad878751b0cf,https://github.com/apache/shardingsphere/commit/e53f39092a8ea87734a99e4612b9ad878751b0cf,Add load-table-metadata-batch-size props to concurrent load table metadata
datastax,jvector,531f7362ae024ebba97dcf3a0f03b2c91a066f58,https://github.com/datastax/jvector/commit/531f7362ae024ebba97dcf3a0f03b2c91a066f58,Reduce the number of vector allocations in BuildScoreProvider.pqBuilderScoreProvider (#419)  Reduce the number of vector allocations in BuildScoreProvider.pqBuildScoreProvider. Addresses #418
crate,crate,5da729b1ddcb03363512cfdcd272687b29b99ba7,https://github.com/crate/crate/commit/5da729b1ddcb03363512cfdcd272687b29b99ba7,
pinpoint-apm,pinpoint,4920c926d8800ff8aae4bbe63a6e5e0243d926be,https://github.com/pinpoint-apm/pinpoint/commit/4920c926d8800ff8aae4bbe63a6e5e0243d926be,[#12434] Optimize scanner caching
hazelcast,hazelcast,576bed00fbae560622d3446a87ff9477fc3f6d62,https://github.com/hazelcast/hazelcast/commit/576bed00fbae560622d3446a87ff9477fc3f6d62,Correct ByteArrayObjectDataOutput capacity for large inputs [HZG-346] (#4099)  There is a demonstrable large performance hit (100x) when an input length of more than `Integer.MAX_VALUE / 2` is provided. This is due to resizing being done in increments of `len` passed to `ensureAvailable(int len)` when doubling the current buffer length with a bit shift would overflow and become a negative value.  This means that the buffer is potentially continuously extended by small increments  instead of a single large increment (which is the intention with a doubling strategy).  This PR resolves the issue by catching the overflow case and setting the buffer's length to a `MAX_ARRAY_SIZE` value  which is approximately the largest supported array size possible.  This is the simplest solution to the problem encountered  and fits with the current doubling strategy within the limits of the JVM. We could overhaul our buffering mechanism entirely and use a segmented approach  trading some additional overheads for a more robust solution that supports larger inputs - this is definitely a more complex solution  and is likely overkill for Hazelcast's use-case. I discussed these options with @gbarnett-hz and he agreed that the simple approach is sufficient for now.  This PR also includes a test case that increases the existing `ByteArrayObjectDataOutput` test coverage.  Fixes https://hazelcast.atlassian.net/browse/HZG-346 Closes https://github.com/hazelcast/hazelcast/issues/26422  GitOrigin-RevId: aaf54ed54a7f6c9238858e854938bdfd1d66a01a
camunda,camunda,86dafc56901f122d75562c6aff4688a9ebbb3e78,https://github.com/camunda/camunda/commit/86dafc56901f122d75562c6aff4688a9ebbb3e78,perf: do not allocate when iterating over source snapshot
quarkusio,quarkus,f3068af826302c989853aa0ff708c0a761771497,https://github.com/quarkusio/quarkus/commit/f3068af826302c989853aa0ff708c0a761771497,Merge pull request #46284 from Postremus/issues/45631-filter-resource-getmethod-slow  Only check filters once for calls to getResourceMethod
keycloak,keycloak,d9fe2dcc48a587d23b5396b601185e655a10300e,https://github.com/keycloak/keycloak/commit/d9fe2dcc48a587d23b5396b601185e655a10300e,Cache empty results for role-by-name lookup  Closes #36919  Signed-off-by: Alexander Schwartz <aschwart@redhat.com>
datafaker-net,datafaker,c08231beff240d0ee5936a14b3ec0cad7d379e39,https://github.com/datafaker-net/datafaker/commit/c08231beff240d0ee5936a14b3ec0cad7d379e39,Descrease amount of calls to nextInt for numerify (#1545)
trinodb,trino,2e743037b07a7d55807842d0d683ec4bca1622ed,https://github.com/trinodb/trino/commit/2e743037b07a7d55807842d0d683ec4bca1622ed,Map blocks by source page channel once per page
apache,flink,794005c5c33669e72706bcb9a51a13bf3fb6c39e,https://github.com/apache/flink/commit/794005c5c33669e72706bcb9a51a13bf3fb6c39e,[FLINK-37680][serializer] Add subclass cache for PojoSerializer
apache,flink,9fe66715530e1cab4658e1e974141e3e6204cde6,https://github.com/apache/flink/commit/9fe66715530e1cab4658e1e974141e3e6204cde6,[FLINK-37720][table-planner] Enable sink reuse table optimizer by default and apply plan changes to existing test cases (#26503)
apache,iotdb,a8c80ecb1406c99017ac647eb5b367ee576d28e4,https://github.com/apache/iotdb/commit/a8c80ecb1406c99017ac647eb5b367ee576d28e4,Load: Batched tablet insertion during conversion (#15125)
netty,netty,4c0d9df9220230837e53f9fe44960d1bb84478b7,https://github.com/netty/netty/commit/4c0d9df9220230837e53f9fe44960d1bb84478b7,Add ReadOnlyAbstractByteBuf to reduce bounds-checks (#15413)  Motiviation:  Currently ReadOnlyByteBuf needs to to do extra bounds checks for some situation where in reality we can skip these when the wrapped ByteBuf is a sub-type of AbstractByteBuf.  Modification:  - Add ReadOnlyAbstractByteBuf and use it if the wrapped ByteBuf is a sub-type of AbstractByteBuf  Result:  Less bounds check for read only ByteBufs in most cases
trinodb,trino,6a3f87566fed3de7aba4678e43425d7667a94150,https://github.com/trinodb/trino/commit/6a3f87566fed3de7aba4678e43425d7667a94150,Use compiled comparator in TopNRankingOperator  Switches TopNRankingOperator to use a compiled PageWithPositionComparator instead of SimplePageWithPositionComparator.
apache,ignite,3ce3f208bed1a2d4bdcfb09aabb528334e484beb,https://github.com/apache/ignite/commit/3ce3f208bed1a2d4bdcfb09aabb528334e484beb,IGNITE-24688 Add FilterCorrelate rule into HEP planner phase (#11905)
apache,iotdb,1dc47d48e074211940c1e5a0d9ef8440eabacbcf,https://github.com/apache/iotdb/commit/1dc47d48e074211940c1e5a0d9ef8440eabacbcf,Rest Service add FastLastQuery method
trinodb,trino,17a9dfb3918cf8feeff7e4562c963ecb1f8c52a3,https://github.com/trinodb/trino/commit/17a9dfb3918cf8feeff7e4562c963ecb1f8c52a3,Parallelize Hive views retrieval  This is the same approach as in 6285a6d9ca93d210a6233f7d1fbf54b09fe58415
apache,pulsar,b936f46d2dd2ade98521b7825ee9277549703ef1,https://github.com/apache/pulsar/commit/b936f46d2dd2ade98521b7825ee9277549703ef1,[improve][broker] Optimize message expiration rate repeated update issues (#24073)  Co-authored-by: zjxxzjwang <zjxxzjwang@tencent.com>
apache,incubator-seata,aba742df117f24c4526690e253076d884a3154c4,https://github.com/apache/incubator-seata/commit/aba742df117f24c4526690e253076d884a3154c4,optimize: optimize seata client I/O processing by adjusting thread count (#7170)
apache,iotdb,8472c71bcdc9a7e0757854f5dcafb958bf7ce379,https://github.com/apache/iotdb/commit/8472c71bcdc9a7e0757854f5dcafb958bf7ce379,Fixed the issue where devices in the cache may be repeatedly fetched
trinodb,trino,04309cb7d4774cd5a52d83dfabdae4b5b814ca73,https://github.com/trinodb/trino/commit/04309cb7d4774cd5a52d83dfabdae4b5b814ca73,Reuse PagesIndexOrdering in ordered accumulators
trinodb,trino,a769347eca24f244fbb782ca8258289766ecb695,https://github.com/trinodb/trino/commit/a769347eca24f244fbb782ca8258289766ecb695,Optimize BigQuery listing tables  Remove nested loop to find ambiguous tables. This optimizes compute from O(n^2) to 2*O(n) when bigquery.case-insensitive-name-matching is enabled
prometheus,jmx_exporter,0a3437b2e3c5f4ccac1042bab0abf842c3bc7fd2,https://github.com/prometheus/jmx_exporter/commit/0a3437b2e3c5f4ccac1042bab0abf842c3bc7fd2,Redesign cache for better performance (#1163)  Signed-off-by: Rafał Sumisławski <rafal.sumislawski@coralogix.com>
apache,iotdb,764912c59ce5d41d7a74823dca04972f6380903b,https://github.com/apache/iotdb/commit/764912c59ce5d41d7a74823dca04972f6380903b,Pipe: Fixed the issue that the DropPipe Connector subtask process waits too long for the callback thread to end (#15605)
quarkusio,quarkus,0208ffd60ff738bd70553d44fd3e7a60c4be63c2,https://github.com/quarkusio/quarkus/commit/0208ffd60ff738bd70553d44fd3e7a60c4be63c2,Merge pull request #46561 from mkouba/issue-46548  ArC: consider built-in session context during client proxy optimization
camunda,camunda,18a73e46433806806a942db06c4a2d114a3c3900,https://github.com/camunda/camunda/commit/18a73e46433806806a942db06c4a2d114a3c3900,perf: correctly declare number of properties  This helps avoid unnecessary allocations and memory copies for the declared properties.  Co-authored-by: Dmitriy Melnychuk <dmitriy.melnychuk@capgemini.com> Co-authored-by: Remco <remco@westerhoud.nl> Co-authored-by: Stephan Epping <stephan.epping@camunda.com> Co-authored-by: berkaycanbc <berkay.can@camunda.com>
apache,parquet-java,8127cc3fe6690cce42febf35a795d17d9f956218,https://github.com/apache/parquet-java/commit/8127cc3fe6690cce42febf35a795d17d9f956218,GH-3127: Enabled `parquet.hadoop.vectored.io.enabled` by default (#3128)
apache,pulsar,06f424c4823399ae66608ad9fd0e2133a1055b1a,https://github.com/apache/pulsar/commit/06f424c4823399ae66608ad9fd0e2133a1055b1a,[improve][misc] Optimize topic list hashing so that potentially large String allocation is avoided (#24525)
debezium,debezium,fc29020d61b8b140ee315d962f09a2a6a6db8054,https://github.com/debezium/debezium/commit/fc29020d61b8b140ee315d962f09a2a6a6db8054,DBZ-8570 Reduce frequency table exists and column metadata queries
trinodb,trino,cbc50152ab1caf19063071187209133f5826585a,https://github.com/trinodb/trino/commit/cbc50152ab1caf19063071187209133f5826585a,Optimize metadata query with distinct + limit
apache,camel,2c12367316bf5ace1e0b5da0afac28568ab8f348,https://github.com/apache/camel/commit/2c12367316bf5ace1e0b5da0afac28568ab8f348,[CAMEL-21761] Use model cache for maven-resolver based downloader
quarkusio,quarkus,890fe3f71866fdae7d5d63cbda8fc5f77684b5de,https://github.com/quarkusio/quarkus/commit/890fe3f71866fdae7d5d63cbda8fc5f77684b5de,Merge pull request #46514 from gsmet/avoid-creating-dotnames  Avoid repeatedly creating same DotNames in ResteasyReactiveProcessor
prestodb,presto,a05bc683f68acfceb1b8741f3b04d4c34868ffce,https://github.com/prestodb/presto/commit/a05bc683f68acfceb1b8741f3b04d4c34868ffce,Enable subfield pushdown for map_subset function
apache,iotdb,b4edfdf1d6897b4db3802a60f69e4669e2c41aa9,https://github.com/apache/iotdb/commit/b4edfdf1d6897b4db3802a60f69e4669e2c41aa9,IoTConsensusV2: Accelerate follower receive dispatch based on TPCx case
quarkusio,quarkus,f598fcb11e9625b93939655ce05f5159fa942f98,https://github.com/quarkusio/quarkus/commit/f598fcb11e9625b93939655ce05f5159fa942f98,Merge pull request #45353 from mkouba/arc-instance-inject-metadata-optimize  ArC: optimize Instance injection points
pmd,pmd,d70a56ac9b9c73aeb10a3dcdbb54afe455a7337f,https://github.com/pmd/pmd/commit/d70a56ac9b9c73aeb10a3dcdbb54afe455a7337f,Reorder statements for short-circuit exit
camunda,camunda,b65260b3a682e5e0f73983341dda3b8f02a1cb4c,https://github.com/camunda/camunda/commit/b65260b3a682e5e0f73983341dda3b8f02a1cb4c,feat: use aggregation instead of transformer
netty,netty,608fe79b5c944111ce2c4ce9bf4edfa0108f5634,https://github.com/netty/netty/commit/608fe79b5c944111ce2c4ce9bf4edfa0108f5634,Improve check in PoolThreadCache.cache method (#15464)  Motivation:  Avoid unnecessary subtraction operation.  Modification:  Replaced `> `operator with `>=` to avoid subtract operation.  Result:  -1 one operation in condition  easier to read.
crate,crate,bae2b2deb6226957867e68f61ffe89f2af69c73e,https://github.com/crate/crate/commit/bae2b2deb6226957867e68f61ffe89f2af69c73e,Fix filter pushdown for views when filtered column is aliased.
signalapp,Signal-Server,f8d27d8faba3e893c234b70149162458b10b518e,https://github.com/signalapp/Signal-Server/commit/f8d27d8faba3e893c234b70149162458b10b518e,"encrypt timestamps" crawler optimizations
checkstyle,checkstyle,7ba2c5d48cee7e551efeb657a8451148ed771e10,https://github.com/checkstyle/checkstyle/commit/7ba2c5d48cee7e551efeb657a8451148ed771e10,Issue #15821: remove usage of synchronized block
camunda,camunda,0c662155e5fc49d25b2ca52781e9f0623e82c64a,https://github.com/camunda/camunda/commit/0c662155e5fc49d25b2ca52781e9f0623e82c64a,fix: flush only on non-atomic op
apache,incubator-seata,efa341a0720084e5bf62fbdfa2271453cc3a4468,https://github.com/apache/incubator-seata/commit/efa341a0720084e5bf62fbdfa2271453cc3a4468,optimize: caching the ConsistentHashSelector to avoid remapping when select every time. (#7072)
spring-projects,spring-ai,af1ce67c8697f4f3ee2d8c80cb9e82cd2cf161bb,https://github.com/spring-projects/spring-ai/commit/af1ce67c8697f4f3ee2d8c80cb9e82cd2cf161bb,Reuse DocumentRowMapper instance to reduce redundant object creation  Fixes #3564 Auto-cherry-pick to 1.0.x  Signed-off-by: jonghoonpark <dev@jonghoonpark.com>
quarkusio,quarkus,e0f250950de3aa34ef7e0a57671bedc5bcf3adce,https://github.com/quarkusio/quarkus/commit/e0f250950de3aa34ef7e0a57671bedc5bcf3adce,More efficient dependency tree conflict resolver
alibaba,fastjson2,4e2476c6dd95a30fb25f668b411491ac73664238,https://github.com/alibaba/fastjson2/commit/4e2476c6dd95a30fb25f668b411491ac73664238,Swar 20250120 (#3305)  * isASCII  * swar  * isASCIIChar  * codestyle  * fix build error  * fix build error  * add IOUtilsBench  * optimize isASCII  * remove unused code  * add benchmark  * bug fix
GIScience,openrouteservice,65bfb9223029334a943e4d8c1beff9575f5f82e1,https://github.com/GIScience/openrouteservice/commit/65bfb9223029334a943e4d8c1beff9575f5f82e1,refactor: remove unnecessary DA initialization
quarkusio,quarkus,73e1d2eee2d712a3ecabfb4051cdd64b0778a48d,https://github.com/quarkusio/quarkus/commit/73e1d2eee2d712a3ecabfb4051cdd64b0778a48d,Merge pull request #47774 from brunobat/otel-optimizations-1  Otel optimizations I
AxonFramework,AxonFramework,514f6203935f6af2ec3379b34f22a78331b50ab8,https://github.com/AxonFramework/AxonFramework/commit/514f6203935f6af2ec3379b34f22a78331b50ab8,AnnotationBasedEventStateApplier - inspect type just once
igniterealtime,Openfire,debf053d07b363752aa421dd688e97ee830534c4,https://github.com/igniterealtime/Openfire/commit/debf053d07b363752aa421dd688e97ee830534c4,OF-2921: Reduce Websocket operations under mutex  When stream management is enabled  deliver and record stanzas under a mutex. If it's not enabled  don't acquire the lock to reduce lock contention.
camunda,camunda,06386777157962ee7fd0a78fafc2da77ed1d925d,https://github.com/camunda/camunda/commit/06386777157962ee7fd0a78fafc2da77ed1d925d,refactor: use virtual threads  Use virtual threads and completable futures to create indices  this is to speed up index creation
alibaba,fastjson2,2978489509664ed84ba4af92952770c053cec2b5,https://github.com/alibaba/fastjson2/commit/2978489509664ed84ba4af92952770c053cec2b5,simplify containsEscaped (#3295)  * simplify containsEscaped  * use getLongUnaligned  * code style  * add comments  * code style
datastax,jvector,6b4fc385f0650c58ae49c1119f6143292601dcba,https://github.com/datastax/jvector/commit/6b4fc385f0650c58ae49c1119f6143292601dcba,Fix regression in assembleAndSum PQ decoder performance (#379)  Use scalar implementation for assembleAndSum if preferred vector width is 128-bit
apache,ignite,801acdf6032affd7c45ea97b28cbeeacf38d7f20,https://github.com/apache/ignite/commit/801acdf6032affd7c45ea97b28cbeeacf38d7f20,IGNITE-24664 SQL Calcite: Use PK index scan instead of hash index scan - Fixes #11900.  Signed-off-by: Aleksey Plekhanov <plehanov.alex@gmail.com>
prestodb,presto,f4f1934b5f248d7931146d8d312fc7ddccca8e1d,https://github.com/prestodb/presto/commit/f4f1934b5f248d7931146d8d312fc7ddccca8e1d,Add function metadata ability to push down struct argument in optimizer (#25175)  Summary: For some user defined functions  the pushdown subfield optimizer should transparently pass down utilized subfields of a struct type. The goal is to make the query plan look the same as if the udf was not being called on the struct. In order to accomplish this  the user defined function needs to take the struct argument passed into it  and unwrap it when converting an expression to a subfield.  Since there is no guarantee that the struct argument is always the first argument in the udf  the udf needs to specify which argument index to push down in its metadata.  T224244100  Presto version 0.293-20250525.210422-369  Differential Revision: D74738214   Test plan: With this change  both of the queries below produce the same query plan after the table scan node rewrite ``` explain with shaped as (SELECT fb_reshape_row(person CAST(NULL AS ROW(age INTEGER  city VARCHAR))) AS pcol FROM tangk_struct_table)  raw as (select person as pcol from tangk_struct_table) select pcol.age from raw; ```  ``` explain with shaped as (SELECT fb_reshape_row(person CAST(NULL AS ROW(age INTEGER  city VARCHAR))) AS pcol FROM tangk_struct_table)  raw as (select person as pcol from tangk_struct_table) select pcol.age from shaped;  ```  20250525_235045_00003_tu7a9 correct query plan with pushed down subfield ``` Fragment 0 [SINGLE] CPU: 0.00ns  Scheduled: 0.00ns  Input: 0 rows (0B); per task: avg.: 0.00 std.dev.: 0.00  Output: 0 rows (0B)  1 tasks Output layout: [field] Output partitioning: SINGLE [] Output encoding: COLUMNAR Stage Execution Strategy: UNGROUPED_EXECUTION - Output[PlanNodeId 6][Query Plan] => [field:varchar(807)] Query Plan := field - Values[PlanNodeId 0] => [field:varchar(807)] (VARCHAR'- Output[PlanNodeId 10][age] => [expr_3:integer] age := expr_3 (3:8) - RemoteStreamingExchange[PlanNodeId 218][GATHER - COLUMNAR] => [expr_3:integer] - ScanProject[PlanNodeId 0 6][table = TableHandle {connectorId=''prism''  connectorHandle=''PrismTableHandle{schemaName=di  tableName=tangk_struct_table  analyzePartitionValues=Optional.empty  sideTableFeatureIds=[]}''  layout=''Optional[di.tangk_struct_table{}]''}  projectLocality = LOCAL] => [expr_3:integer] expr_3 := DEREFERENCE(fb_reshape_row(person  null)  INTEGER''0'') (1:114) LAYOUT: di.tangk_struct_table{} person := person:struct<age:int city:string>:0:REGULAR:[person.age] (1:113) id:bigint:-13:PARTITION_KEY :: [["1"]  ["2"]  ["3"]  ["4"]  ["5"]] ')  ```   20250525_235408_00004_tu7a9 query plan with non relevant function ``` Fragment 0 [SINGLE] CPU: 0.00ns  Scheduled: 0.00ns  Input: 0 rows (0B); per task: avg.: 0.00 std.dev.: 0.00  Output: 0 rows (0B)  1 tasks Output layout: [field] Output partitioning: SINGLE [] Output encoding: COLUMNAR Stage Execution Strategy: UNGROUPED_EXECUTION - Output[PlanNodeId 6][Query Plan] => [field:varchar(798)] Query Plan := field - Values[PlanNodeId 0] => [field:varchar(798)] (VARCHAR'- Output[PlanNodeId 10][age] => [expr_3:integer] age := expr_3 (3:8) - RemoteStreamingExchange[PlanNodeId 218][GATHER - COLUMNAR] => [expr_3:integer] - ScanProject[PlanNodeId 0 6][table = TableHandle {connectorId=''prism''  connectorHandle=''PrismTableHandle{schemaName=di  tableName=tangk_struct_table  analyzePartitionValues=Optional.empty  sideTableFeatureIds=[]}''  layout=''Optional[di.tangk_struct_table{}]''}  projectLocality = LOCAL] => [expr_3:integer] expr_3 := DEREFERENCE(fb_reshape_row_old(person  null)  INTEGER''0'') (1:118) LAYOUT: di.tangk_struct_table{} person := person:struct<age:int city:string>:0:REGULAR (1:117) id:bigint:-13:PARTITION_KEY :: [["1"]  ["2"]  ["3"]  ["4"]  ["5"]] ') ```   20250525_235845_00005_tu7a9 expected plan ``` Fragment 0 [SINGLE] CPU: 0.00ns  Scheduled: 0.00ns  Input: 0 rows (0B); per task: avg.: 0.00 std.dev.: 0.00  Output: 0 rows (0B)  1 tasks Output layout: [field] Output partitioning: SINGLE [] Output encoding: COLUMNAR Stage Execution Strategy: UNGROUPED_EXECUTION - Output[PlanNodeId 6][Query Plan] => [field:varchar(783)] Query Plan := field - Values[PlanNodeId 0] => [field:varchar(783)] (VARCHAR'- Output[PlanNodeId 10][age] => [expr_4:integer] age := expr_4 (3:8) - RemoteStreamingExchange[PlanNodeId 211][GATHER - COLUMNAR] => [expr_4:integer] - ScanProject[PlanNodeId 0 6][table = TableHandle {connectorId=''prism''  connectorHandle=''PrismTableHandle{schemaName=di  tableName=tangk_struct_table  analyzePartitionValues=Optional.empty  sideTableFeatureIds=[]}''  layout=''Optional[di.tangk_struct_table{}]''}  projectLocality = LOCAL] => [expr_4:integer] expr_4 := DEREFERENCE(person  INTEGER''0'') (2:17) LAYOUT: di.tangk_struct_table{} person := person:struct<age:int city:string>:0:REGULAR:[person.age] (2:36) id:bigint:-13:PARTITION_KEY :: [["1"]  ["2"]  ["3"]  ["4"]  ["5"]] ')   ```  Verifier suite build: 20250521_205359_71488_cm4iz ``` pt suite build --predicate "lower(query) like '%fb_reshape_row%'" --suite atn_fb_reshape_row_subfields_udf --region atn --days 100 ```  UDF only  https://www.internalfb.com/intern/presto/verifier/results/?test_id=223902 General  https://our.intern.facebook.com/intern/presto/verifier/results/?test_id=223903   ## Release Notes Please follow [release notes guidelines](https://github.com/prestodb/presto/wiki/Release-Notes-Guidelines) and fill in the release notes below.  ``` == RELEASE NOTES ==  General Changes * Add pushdownSubfieldArgIndex parameter to @ScalarFunction and @CodegenScalarFunction annotation for subfield optimization during query planning
signalapp,Signal-Server,aafcd63a9f2c93640013daee16256319b708e303,https://github.com/signalapp/Signal-Server/commit/aafcd63a9f2c93640013daee16256319b708e303,Decrease the page size for OPK queries  A single element is almost always enough
keycloak,keycloak,706390adddc0a407591d6793603b1bf7dae66b38,https://github.com/keycloak/keycloak/commit/706390adddc0a407591d6793603b1bf7dae66b38,JGroups: Switch to "per-destination" bundler for jdbc-ping  Closes #39545  Signed-off-by: Ryan Emerson <remerson@redhat.com>
