owner,repo,commit_hash,commit_url,commit_message
dbeaver,dbeaver,0ec82bd5e82cbb7d3f93cd2d9ca665fc21bc539e,https://github.com/dbeaver/dbeaver/commit/0ec82bd5e82cbb7d3f93cd2d9ca665fc21bc539e,Minor performance fixes
dbeaver,dbeaver,ba5cfa2a1924d92f8f4cfa3ed1d4e89d9e081adb,https://github.com/dbeaver/dbeaver/commit/ba5cfa2a1924d92f8f4cfa3ed1d4e89d9e081adb,dbeaver/pro#3135 Oracle session query performance + connection page fix (#35084)  * dbeaver/pro#3135 Oracle session query performance + connection page fix  * dbeaver/pro#3135 Oracle session query fix
dbeaver,dbeaver,19a4432c2a7dcc1ee86de3ebf46275718740fa6c,https://github.com/dbeaver/dbeaver/commit/19a4432c2a7dcc1ee86de3ebf46275718740fa6c,3085 sql completion performance (#34826)  * #34450 Workaround for word-wrap (lazy activation)  * #34450 Workaround for word-wrap (lazy activation)  * #34450 Workaround for word-wrap (lazy activation)  * #34450 Workaround for word-wrap (lazy activation)  * #3085 SQL completion performance: cache tables  ---------  Co-authored-by: Elizabeth <e1izabeth.k@outlook.com>
dbeaver,dbeaver,e4e88b152ec67e7f3f4b1140f83775f56000a2ac,https://github.com/dbeaver/dbeaver/commit/e4e88b152ec67e7f3f4b1140f83775f56000a2ac,#29986 [CUBRID] Create and edit View using UI (#34335)  * #29986 Create and edit View using UI  * #29986 Improve code optimizations for better performance  * #29986 Change value to constant variable  ---------  Co-authored-by: Dziyana <31996417+uslss@users.noreply.github.com>
dbeaver,dbeaver,fbc607b78a6d5d54801ec6b2126fb3e81e524e73,https://github.com/dbeaver/dbeaver/commit/fbc607b78a6d5d54801ec6b2126fb3e81e524e73,DB2 metadata loading performance (load index columns in a single select)
termux,termux-app,f80b46487df539c7e9214550002f461e5c66131c,https://github.com/termux/termux-app/commit/f80b46487df539c7e9214550002f461e5c66131c,Fixed: Improve handling of empty ';' SGR sequences  Currently the Termux terminal emulator prints "HI" in red with:  ```sh printf "\e[31;m HI \e[0m" ```  This is not how other terminals (tested on xterm  gnome-terminal  alacritty and the mac built in terminal) handle it  since they parse ""\e[31;m" as "\e[31;0m"  where the "0" resets the colors.  This change aligns with other terminals  as well as improves performance by avoiding allocating a new int[] array for each byte processed by `parseArg()`  and most importantly simplifies things by removing the `mIsCSIStart` and `mLastCSIArg` state  preparing for supporting ':' separated sub parameters such as used in https://sw.kovidgoyal.net/kitty/underlines/
apache,dubbo,d6b11cf466919a8888f1d3a2481cd9cef0a828bd,https://github.com/apache/dubbo/commit/d6b11cf466919a8888f1d3a2481cd9cef0a828bd,[ISSUE #15377] The value of grpc-timeout may not comply with the specification (#15378)  * perf: Optimize the grpc-timeout generation method  * fix: Fix format errors
apache,dubbo,e2987318b2a22fbd7d9976b7e47a5bc2c31ebac2,https://github.com/apache/dubbo/commit/e2987318b2a22fbd7d9976b7e47a5bc2c31ebac2,perf: Remove duplicate checks (#15327)
apache,dubbo,3771339964ae52c21dac6fb34d7988314dde7e46,https://github.com/apache/dubbo/commit/3771339964ae52c21dac6fb34d7988314dde7e46,Optimize parseCharset method for best performance. (#15203)
apache,dubbo,51f4f7454e70c2acd31355763a5186f9d6f257f9,https://github.com/apache/dubbo/commit/51f4f7454e70c2acd31355763a5186f9d6f257f9,Performance tuning (#14604)  Co-authored-by: Albumen Kevin <jhq0812@gmail.com>
apache,dubbo,f90314ab334cf287bbe5c9eb8bf23a3673dac074,https://github.com/apache/dubbo/commit/f90314ab334cf287bbe5c9eb8bf23a3673dac074,A couple of performance and logging issue fix (#14564)
halo-dev,halo,eb969122ff19fa6deb31a9120ca070dfa3c09596,https://github.com/halo-dev/halo/commit/eb969122ff19fa6deb31a9120ca070dfa3c09596,perf: add caching for extension getter to enhance performance (#7102)  #### What type of PR is this? /kind improvement /area core /milestone 2.20.x  #### What this PR does / why we need it: 为扩展获取增加缓存以提高网站整体性能  在此之前，每个请求都要经过很多过滤器，而一些过滤器会获取扩展因此导致频繁查询扩展和扩展点定义拖慢了速度  **测试情况**  初始化一个全新环境，安装并启用以下插件和主题 - 已激活主题: [Earth 1.11.0](https://github.com/halo-dev/theme-earth) - 已启动插件: - [SEO 工具集 1.0.1](https://github.com/f2ccloud/plugin-seo-tools) - [OAuth2 认证 1.5.0](https://github.com/halo-sigs/plugin-oauth2) - [Trailing Slash 1.0.0](https://github.com/halo-sigs/plugin-trailing-slash) - [评论组件 2.5.1](https://github.com/halo-dev/plugin-comment-widget) - [KaTeX 2.1.0](https://github.com/halo-sigs/plugin-katex) - [应用市场 1.9.0](https://www.halo.run/store/apps/app-VYJbF)  通过 Apache Benchmark (ab) 进行 1w 次请求并发 100 个，测试访问首页，得到以下测试结果：  核心指标对比  |指标|改进前|改进后|提升情况| |---|---|---|---| |**总耗时 (Time taken)**|27.030 秒|25.718 秒|减少约 **4.9%**| |**每秒请求数 (RPS)**|369.96 req/sec|388.83 req/sec|提升约 **5.1%**| |**单请求平均耗时**|270.298 ms|257.181 ms|减少约 **4.9%**| |**传输速率 (Transfer Rate)**|6346.44 KB/s|6670.12 KB/s|提升约 **5.1%**|  综合分析 - 性能提升主要体现在：请求处理时间（Processing）、等待时间（Waiting）以及每秒请求数（RPS）均有 约5% 左右的提升。 - 传输效率更高：通过更快的处理时间，传输速率提高了 5.1%。 - 长尾请求优化显著：最大响应时间减少了约 14.9%，意味着极端情况下的性能更优。  #### Does this PR introduce a user-facing change?  ```release-note 为扩展获取增加缓存使网站整体性能提升 5% 以上 ```
halo-dev,halo,2b4d1ab8d81ea1ce1767da526fec4144d40d4265,https://github.com/halo-dev/halo/commit/2b4d1ab8d81ea1ce1767da526fec4144d40d4265,perf: add caching for system configuration fetcher to enhance performance (#7100)  #### What type of PR is this? /kind improvement /area core /milestone 2.20.x  #### What this PR does / why we need it: 为系统配置获取增加缓存以提高路由和主题模板渲染的速度  #### Special notes for your reviewer: 1. 系统能正确初始化 2. 测试修改系统配置后 http://localhost:8090/actuator/globalinfo 和主题端 `${site}` 是否都是新的 3. 更改了文章路由规则后能正确调整到新的规则  #### Does this PR introduce a user-facing change?  ```release-note 为系统配置的获取增加缓存以提高路由和主题模板渲染的速度 ```
halo-dev,halo,25c54d792e46030fe57c6044f3338e799b37771b,https://github.com/halo-dev/halo/commit/25c54d792e46030fe57c6044f3338e799b37771b,perf: replace concatMap to flatMapSequential to improve parallelism and efficiency (#6706)  #### What type of PR is this? /kind improvement /area core /milestone 2.20.x  #### What this PR does / why we need it: 将 concatMap 替换为 flatMapSequential 以提高并行度和执行效率  可以看一下这个场景示例来模拟像文章列表 API 的数据组装 假如每个步骤的执行时间是 1s 有 4 个步骤 同时 Flux 发出 4 条数据:  ```java @Test void test() { var startMs = System.currentTimeMillis();  var monoA = Mono.fromSupplier( () -> { sleep(); return "A"; })        .subscribeOn(Schedulers.boundedElastic());  var monoB = Mono.fromSupplier( () -> { sleep(); return "B"; })        .subscribeOn(Schedulers.boundedElastic());  var monoC = Mono.fromSupplier( () -> { sleep(); return "C"; })        .subscribeOn(Schedulers.boundedElastic());  var monoD = Mono.fromSupplier( () -> { sleep(); return "D"; })        .subscribeOn(Schedulers.boundedElastic());  var convert = Mono.when(monoA  monoB  monoC  monoD);  Flux.just("1"  "2"  "3"  "4") // concatMap(convert::thenReturn) .flatMapSequential(convert::thenReturn) .collectList() .block();  System.out.println("Time: " + (System.currentTimeMillis() - startMs)); }  private static void sleep() { try { Thread.sleep(1000); } catch (InterruptedException e) { throw new RuntimeException(e); } } ``` **结果:** 1. 如果每个步骤没有加  subscribeOn 且使用 concatMap 耗时: 16362 ms 2. 每个步骤使用 subscribeOn 且使用 concatMap 耗时: 4174 ms 3. 每个步骤使用 subscribeOn 且使用 flatMapSequential 耗时: 1185 ms  #### Does this PR introduce a user-facing change? ```release-note 提升页面访问速度 ```
halo-dev,halo,c10862d6fe9b4dd978ba8cf80907a54f35606ec7,https://github.com/halo-dev/halo/commit/c10862d6fe9b4dd978ba8cf80907a54f35606ec7,refactor: index mechanism to enhance overall performance (#6039)  #### What type of PR is this? /kind improvement /area core /milestone 2.17.x  #### What this PR does / why we need it: 重构索引机制的查询和排序以提升整体性能  **how to test it?** 使用 postgre 数据库，初始化 Halo ，然后执行以下脚本创建 30w 文章数据进行测试: <details> <summary>点击展开查看 SQL</summary>  ```sql DO $$ DECLARE i integer; postNameIndex integer; snapshotName varchar; totalRecords integer; BEGIN postNameIndex := 1; totalRecords := 300000;  FOR i IN 1..3 LOOP INSERT INTO "public"."extensions" ("name"  "data"  "version") VALUES ( '/registry/content.halo.run/categories/category-'||i  convert_to( jsonb_build_object( 'spec'  jsonb_build_object( 'displayName'  '分类-'||i  'slug'  'category-'||i  'description'  '测试分类'  'cover'  ''  'template'  ''  'priority'  0  'children'  '[]'::jsonb )  'status'  jsonb_build_object( 'permalink'  '/categories/category-'||i  'postCount'  totalRecords  'visiblePostCount'  totalRecords )  'apiVersion'  'content.halo.run/v1alpha1'  'kind'  'Category'  'metadata'  jsonb_build_object( 'finalizers'  jsonb_build_array('category-protection')  'name'  'category-' || i  'annotations'  jsonb_build_object( 'content.halo.run/permalink-pattern'  'categories' )  'version'  0  'creationTimestamp'  '2024-06-12T03:56:40.315592Z' ) )::text  'UTF8')  0 ); END LOOP;   FOR i IN 1..3 LOOP INSERT INTO "public"."extensions" ("name"  "data"  "version") VALUES ( '/registry/content.halo.run/tags/tag-' || i  convert_to( jsonb_build_object( 'spec'  jsonb_build_object( 'displayName'  'Halo tag ' || i  'slug'  'tag-'||i  'color'  '#ffffff'  'cover'  '' )  'status'  jsonb_build_object( 'permalink'  '/tags/tag-' || i  'visiblePostCount'  totalRecords  'postCount'  totalRecords  'observedVersion'  0 )  'apiVersion'  'content.halo.run/v1alpha1'  'kind'  'Tag'  'metadata'  jsonb_build_object( 'finalizers'  jsonb_build_array('tag-protection')  'name'  'tag-'||i  'annotations'  jsonb_build_object( 'content.halo.run/permalink-pattern'  'tags' )  'version'  0  'creationTimestamp'  '2024-06-12T03:56:40.406407Z' ) )::text  'UTF8')  0); END LOOP;  FOR i IN postNameIndex..totalRecords LOOP -- Generate snapshotName snapshotName := 'snapshot-' || i;  -- Insert post data INSERT INTO "public"."extensions" ("name"  "data"  "version") VALUES ( '/registry/content.halo.run/posts/post-' || postNameIndex  convert_to( jsonb_build_object( 'spec'  jsonb_build_object( 'title'  'title-' || postNameIndex  'slug'  'slug-' || postNameIndex  'releaseSnapshot'  snapshotName  'headSnapshot'  snapshotName  'baseSnapshot'  snapshotName  'owner'  'admin'  'template'  ''  'cover'  ''  'deleted'  false  'publish'  true  'pinned'  false  'allowComment'  true  'visible'  'PUBLIC'  'priority'  0  'excerpt'  jsonb_build_object( 'autoGenerate'  true  'raw'  '' )  'categories'  ARRAY['category-kEvDb'  'category-XcRVk'  'category-adca']  'tags'  ARRAY['tag-RtKos'  'tag-vEsTR'  'tag-UBKCc']  'htmlMetas'  '[]'::jsonb )  'status'  jsonb_build_object( 'phase'  'PUBLISHED'  'conditions'  ARRAY[ jsonb_build_object( 'type'  'PUBLISHED'  'status'  'TRUE'  'lastTransitionTime'  '2024-06-11T10:16:15.617748Z'  'message'  'Post published successfully.'  'reason'  'Published' )  jsonb_build_object( 'type'  'DRAFT'  'status'  'TRUE'  'lastTransitionTime'  '2024-06-11T10:16:15.457668Z'  'message'  'Drafted post successfully.'  'reason'  'DraftedSuccessfully' ) ]  'permalink'  '/archives/slug-' || postNameIndex  'excerpt'  '如果你看到了这一篇文章，那么证明你已经安装成功了，感谢使用 Halo 进行创作，希望能够使用愉快。'  'inProgress'  false  'contributors'  ARRAY['admin']  'lastModifyTime'  '2024-06-11T10:16:15.421467Z'  'observedVersion'  0 )  'apiVersion'  'content.halo.run/v1alpha1'  'kind'  'Post'  'metadata'  jsonb_build_object( 'finalizers'  ARRAY['post-protection']  'name'  'post-' || postNameIndex  'labels'  jsonb_build_object( 'content.halo.run/published'  'true'  'content.halo.run/deleted'  'false'  'content.halo.run/owner'  'admin'  'content.halo.run/visible'  'PUBLIC'  'content.halo.run/archive-year'  '2024'  'content.halo.run/archive-month'  '06'  'content.halo.run/archive-day'  '11' )  'annotations'  jsonb_build_object( 'content.halo.run/permalink-pattern'  '/archives/{slug}'  'content.halo.run/last-released-snapshot'  snapshotName  'checksum/config'  '73e40d4115f5a7d1e74fcc9228861c53d2ef60468e1e606e367b01efef339309' )  'version'  0  'creationTimestamp'  '2024-06-11T05:51:46.059292Z' ) )::text  'UTF8')  1 );  -- Insert content data INSERT INTO "public"."extensions" ("name"  "data"  "version") VALUES ( '/registry/content.halo.run/snapshots/' || snapshotName  convert_to( jsonb_build_object( 'spec'  jsonb_build_object( 'subjectRef'  jsonb_build_object( 'group'  'content.halo.run'  'version'  'v1alpha1'  'kind'  'Post'  'name'  'post-' || postNameIndex )  'rawType'  'HTML'  'rawPatch'  '<p style=\"\">测试内容</p>'  'contentPatch'  '<p style=\"\">测试内容</p>'  'lastModifyTime'  '2024-06-11T06:01:25.748755Z'  'owner'  'admin'  'contributors'  ARRAY['admin'] )  'apiVersion'  'content.halo.run/v1alpha1'  'kind'  'Snapshot'  'metadata'  jsonb_build_object( 'name'  snapshotName  'annotations'  jsonb_build_object( 'content.halo.run/keep-raw'  'true' )  'creationTimestamp'  '2024-06-11T06:01:25.748925Z' ) )::text  'UTF8')  1 );  postNameIndex := postNameIndex + 1; END LOOP; END $$; ```  </details>  使用以下 API 查询文章 ``` curl 'http://localhost:8090/apis/api.console.halo.run/v1alpha1/posts?page=1&size=20&labelSelector=content.halo.run%2Fdeleted%3Dfalse&labelSelector=content.halo.run%2Fpublished%3Dtrue&fieldSelector=spec.categories%3Dcategory-1&fieldSelector=spec.tags%3Dc33ceabb-d8f1-4711-8991-bb8f5c92ad7c&fieldSelector=status.contributors%3Dadmin&fieldSelector=spec.visible%3DPUBLIC' \ --header 'Authorization: Basic YWRtaW46YWRtaW4=' ``` Before:  ![SCR-20240612-o20](https://github.com/halo-dev/halo/assets/38999863/fc27a265-6571-4361-a707-a683ea040837) After:  ![SCR-20240612-q1c](https://github.com/halo-dev/halo/assets/38999863/c0a241b8-5ed4-4973-8dfc-c260ffccd727)  #### Does this PR introduce a user-facing change? ```release-note 重构索引机制的查询和排序使整体性能提升 50% 以上 ```
airbnb,lottie-android,5deb2deeb3507a39fca4ee17d29e45113302b93e,https://github.com/airbnb/lottie-android/commit/5deb2deeb3507a39fca4ee17d29e45113302b93e,Drop shadow overhaul: improve correctness and performance (#2548)  ## High-level summary  This PR introduces a large change to how drop shadows are rendered  introducing an `applyShadowsToLayers` flag which  by analogy to `applyOpacitiesToLayers`  allows layers to be treated as a whole for the purposes of drop shadows  improving the accuracy and bringing lottie-android in line with other renderers (lottie-web and lottie-ios).  Several different codepaths for different hardware/software combinations are introduced to ensure the fastest rendering available  even on legacy devices.  The calculation of shadow direction with respect to transforms is improved so that the output matches lottie-web and lottie-ios.  Image layers now cast shadows correctly thanks to a workaround to device-specific issues when combining `Paint.setShadowLayer()` and bitmap rendering.  Even in non-`applyShadowsToLayers` mode  correctness is improved by allowing the shadow-to-be-applied to propagate in a similar way as alpha. This allows some amount of visual fidelity to be recovered for animations or environments where enabling `applyShadowsToLayers` is not possible.  A number of issues that caused incorrect rendering in some other cases have been fixed.  ## Background  ### Drop shadows in Lottie  Lottie specifies drop shadows as a tuple of (angle  distance  radius  color  alpha)  with each element being animatable.  The consensus behavior for the rendering of a layer with a drop shadow  which seems to be mostly respected in lottie-web and lottie-ios  seems to be:  1. Evaluate the values at the current frame for angle (`theta`)  distance (`d`)  radius (`r`)  color with alpha (`C`). 2. Apply the layer transform and render the layer normally to a surface `So` (original layer). 3. Copy `So` to new surface `Ss` (shadow). 4. Apply a gaussian blur of radius `r' = c * r` to `Ss`  where `c` is some platform-specific constant intended to normalize blur implementations between platforms. (Ours is 0.33  lottie-web's is 0.25; see https://github.com/airbnb/lottie-android/pull/2541). 5. Tint `Ss` with the color and combine the alpha by applying the following for each pixel `P`: `P.rgb = C.rgb * P.a; P.a = C.a * P.a`. 6. Now the shadow is ready on `Ss`  and needs to be drawn into its final position. 7. Convert from polar coordinates `theta` and `d` into `dx` and `dy`  with the 0 position at 12 o'clock: `dx = d * cos(theta - pi/2); dy = d*sin(theta - pi/2)`. 8. Draw `Ss` onto `Si` (intermediate surface) with a translation of `(dx  dy)`. 9. Draw `So` (original layer) onto `Si` with identity transform. 10. Compose `Si` into the framebuffer using the layer's alpha and blend mode.  Some non-obvious consequences of the definition above: - The angle  distance  and radius are relative to the layer post-transform  not pre-transform. That is  rotating the layer (via its transform) still keeps the same screen-space direction of the shadow  and scaling the layer (via its transform) still keeps the same screen-space shadow blur radius. - The drop shadow is not based on any derived outline  so a layer's drop shadow can be seen through its non-fully-opaque pixels. At the same time  reducing the alpha of a pixel in a layer reduces its alpha in the drop shadow. - A layer's shadow and the layer do not blend on top of each other on the final canvas in case the layer has a blend mode or alpha. Instead  the shadow and the layer are alpha-blended with each other  and the result is then composited onto the canvas. - In case the layer has a normal blend mode  this is equivalent to alpha-blending the layer's shadow and then the shadow onto the canvas separately.  ### Drop shadows in lottie-android currently  lottie-android's current implementation of drop shadows differs in important ways: 1. **Shadows are applied per-shape.** This means that a case like a shape with both fill and stroke has incorrect shadows  since both the fill and the stroke render a separate shadow on top of each other. 2. **Precomp layer shadows are ignored.** This means that a precomp cannot cause any of its child shapes to cast a shadow. This is a consequence of the current implementation of (1). 3. **Image layers do not render correct shadows ** due to the minefield that is the support matrix (or in Android's case  a more apt name would be a support tensor) of Android's graphics stack - `setShadowLayer()` simply doesn't work for images consistently. (See the last image in https://github.com/airbnb/lottie-android/pull/2523#issue-2428578510.)  ## Contributions of this PR  This PR introduces the following improvements and additions.  1. **Move the drop shadow model from individual content elements to layers ** and add some missing keypath callbacks. This is a prerequisite for handling drop shadows on a layer level. 2. **An `OffscreenLayer` implementation ** which serves as an abstraction that can replace `canvas.saveLayer()` for off-screen rendering and composition onto the final bitmap  but with the important distinction that it can also handle drop shadows  and possibly use hardware-accelerated `RenderNode`s and `RenderEffects` where available. - To use an `OffscreenLayer`  call its `.start()` method with a parent canvas and a `ComposeOp`  and draw on the *returned canvas.* Once finished  call `OffscreenLayer.finish()` to compose everything from the returned canvas to the parent canvas  applying alpha  blend mode  drop shadows  and color filters. - `OffscreenLayer` makes a dynamic decision on what to use for rendering - a no-op  forward to `.saveLayer()`  a HW-accelerated `RenderNode`  or a software bitmap  depending on the requested `ComposeOp` and hardware/SDK support. - The hope is that `OffscreenLayer` becomes a useful abstraction that can be extended to e.g. support hardware blurs  multiple drop shadows  or to support mattes in a hardware-accelerated fashion where possible. 3. **The `applyShadowsToLayers` flag** which  by analogy to `applyOpacityToLayers`  turns on a more accurate mode that implements the drop shadow algorithm described above. - `OffscreenLayer` is used to apply alpha if `applyOpacityToLayers` is enabled  and to apply shadows if `applyShadowsToLayers` is enabled. The cost is paid only once if both alpha and drop shadows are present on a layer. - Not all `saveLayer()` calls in the code have been rewritten to use `OffscreenLayer` - the blast radius is minimized. `OffscreenLayer` is presently used only to apply alpha and drop shadows  and blend mode and color filters are still applied in `BaseLayer` using `saveLayer()` directly. 4. **More accurate shadow transformations.** Previously  the angle and distance were pre-transform  and only the radius was post-transform (contrary to step (2) of the algorithm). We correct this to match other renderers. 5. **More complete shadow handling even when `applyShadowsToLayers` is `false`:** we plumb the shadow through `.draw()` and `drawLayer()` calls similarly to alpha  and this allows us to render per-shape shadows on children of composition layers too. 6. ***Workaround for drop shadows on image layers.** - The workaround relies on `OffscreenLayer` as well  and image layers now render shadows properly in all cases. 7. **Fixes to a few subtle issues** causing incorrect rendering in other cases. (will be marked using PR comments  I might have forgotten some)  ## Open questions  * **Should `applyShadowsToLayers` be `true` by default?** Some codepaths  such as when rendering purely via software  can be slow if shadow-casting layers are exceedingly large. But  the performance is still acceptable  and in the vast majority of cases everything is quite snappy. * **Have I introduced any regressions?** The snapshot tests should answer this. * **How does this perform on older devices?** `applyShadowsToLayers` plus an old device should trigger the purely-software shadow rendering mode. Simulating this in condition manually yields accurate results  and the performance seems surprisingly good  but it's unclear what will happen on a lower-end phone. There's also always the possibility of some device subtlety being missed. I don't have access to an older Android device.  ## Testcases  These files now match between lottie-web and lottie-android:  [drop_shadow_comparator.json](https://github.com/user-attachments/files/16997070/drop_shadow_comparator.json)  [simple_shadow_casters_ll2.json](https://github.com/user-attachments/files/16997084/simple_shadow_casters_ll2.json)  The files from this earlier PR still all render the same: https://github.com/airbnb/lottie-android/pull/2523  with the exception of the fix for image layer bug  which fixes the rendering of the Map icon as mentioned in the comment of that PR.  This file has been used as a perf stress test with many <255 opacity precomps  some stacked inside each other  that must all be blended separately: [precomp_opacity_killer.json](https://github.com/user-attachments/files/16997261/precomp_opacity_killer.json)
netty,netty,7e96030afa2a781f9cd1482b095081dcc014f2fe,https://github.com/netty/netty/commit/7e96030afa2a781f9cd1482b095081dcc014f2fe,Always prefer direct buffers for pooled allocators if not explicit di… (#15232)  …sabled  Motivation:  We should always prefer direct buffers if the ByteBufAllocator implementations are pooled as deallocating these buffers should be rare.  Modifications:  - Add new method to PlatformDependent that can be used to check if default direct buffer usage was explicit disabled - Use this method in our pooled ByteBufAllocator implementations to check if we should use direct buffers or not by default  Result:  Less memory copies and better performance when using the pooled allocators even if Unsafe can not be used.
netty,netty,90dff73a0f698525cbb9492d94331fe6692609cb,https://github.com/netty/netty/commit/90dff73a0f698525cbb9492d94331fe6692609cb,Simplify MQTT remaining length parsing (#15196)  Motivation:  Simplify the MQTT remaining length variable parsing in the MqttDecoder.  Modification:  Extracted the parsing logic to a separate method and refactored it.  Result:  The code becomes clearer and easier to understand. Also  the performance got slightly improved: ``` Benchmark                                                (size)  Mode  Cnt   Score   Error  Units MqttRemainingLengthBench.remainingLengthWithDoWhileLoop       1  avgt    3  31.790 ± 2.197  ns/op MqttRemainingLengthBench.remainingLengthWithDoWhileLoop       2  avgt    3  32.582 ± 1.884  ns/op MqttRemainingLengthBench.remainingLengthWithDoWhileLoop       3  avgt    3  32.656 ± 1.432  ns/op MqttRemainingLengthBench.remainingLengthWithDoWhileLoop       4  avgt    3  32.619 ± 1.795  ns/op MqttRemainingLengthBench.remainingLengthWithForLoop           1  avgt    3  31.516 ± 2.110  ns/op MqttRemainingLengthBench.remainingLengthWithForLoop           2  avgt    3  32.459 ± 2.740  ns/op MqttRemainingLengthBench.remainingLengthWithForLoop           3  avgt    3  32.407 ± 1.630  ns/op MqttRemainingLengthBench.remainingLengthWithForLoop           4  avgt    3  32.238 ± 3.994  ns/op ```  ---------  Co-authored-by: Norman Maurer <norman_maurer@apple.com>
netty,netty,c88cdcd3ca6cf5b0cbd0a77ca79f8a59d562f052,https://github.com/netty/netty/commit/c88cdcd3ca6cf5b0cbd0a77ca79f8a59d562f052,Remove Result instance allocation in MqttDecoder (#15193)  Motivation:  MqttDecoder allocates a number of `Result` class instances to decode almost any MQTT message. This reduces the performance and creates more garbage  making life harder for the garbage collector later.  ![image](https://github.com/user-attachments/assets/c2df372b-dd79-48ba-8cfd-44b0c72cb440)  Modification:  Removed `Result` class instance allocations in MqttDecoder.  Result:  Reduced class instance allocations lead to improved performance and reduced garbage.
netty,netty,eaf38df0eb87c8562e044b512386afd62ffc38d2,https://github.com/netty/netty/commit/eaf38df0eb87c8562e044b512386afd62ffc38d2,MQTT: Improve `isValidPublishTopicName` method performance (#15198)  Motivation:  We can refactor the method to improve performance.  Modifications:  Refactored `MqttCodecUtil.isValidPublishTopicName()` method to boost the performance.  Result:  According to my benchmarks  it is boosted almost twice: ``` Benchmark                           Mode  Cnt   Score   Error  Units TwoIndexOfVSLoopImprove.charAt      avgt    3  13.973 ± 0.137  ns/op TwoIndexOfVSLoopImprove.twoIndexOf  avgt    3  24.519 ± 7.310  ns/op ```  Co-authored-by: Norman Maurer <norman_maurer@apple.com>
netty,netty,31c033a1d95eb4a74002c5f17ea01c967b07add9,https://github.com/netty/netty/commit/31c033a1d95eb4a74002c5f17ea01c967b07add9,Optimize ByteBuf.setCharSequence for adaptive allocator (#15165)  Motivation: The `setCharSequence` method is used a fair bit when encoding HTTP headers. I noticed the AdaptiveByteBuf was sending the call down a path with a more indirections than strictly necessary.  Modification: Implement `setCharSequence` in the `AdaptiveByteBuf` so we skip a level of indirections. This is especially profitable for direct/off-heap buffers  where we see up to a 50% performance improvement in the benchmark. The benefit is greater the longer the string is.  Interestingly  the benchmark also show that it isn't profitable to do this for the `getCharSequence` sibling method.  Result: Direct buffers from the adaptive allocator now have much faster `setCharSequence`  which will help with HTTP header encoding.
netty,netty,4bbe6f71d0d0bbf514b281d920aed276b5156919,https://github.com/netty/netty/commit/4bbe6f71d0d0bbf514b281d920aed276b5156919,Optimize capacity bumping for adaptive ByteBufs (#15080)  Motivation: It is quite common in downstream code to not specify a buffer size when allocating. People instead rely on the ByteBuf ability to increase its size automatically. The ByteBufs allocated by the adaptive allocator also support this  but has thus far required a round-trip through the allocator every time. In contrast  the pooled allocator is reserving the chunk run-size when allocating buffers  and very cheaply allow smaller buffers to bump up to the run-size limit. This is an important performance optimisation in practice. We can do something similar in the adaptive allocator  because we keep statistics about the buffer sizes that we allocate.  Modification: The adaptive allocator now reserves space equal to the 99-percentile buffer size (though with some reasonable heuristic limits for smaller buffers)  when allocating buffers  and allow its ByteBufs to cheaply bump their capacities up to this limit. We already compute this percentile during histogram rotation  so it is simply a matter of storing this value in the magazine  and then using it when reserving space out of chunks.  The collection of buffer size statistics is now also delayed and moved to when the `ByteBuf` instances are reused. This way  we collect statistics about the _final_ buffer size  rather than the requested sizes or the sizes of capacity bumps. This prevents oscillations that would otherwise be caused by undersized buffers producing a lot of statistics as they resize to their final size  and then no statistics being produced for the final buffer sizes if they are correctly predicted at allocation time.  Result: Calls like `ByteBuf.ensureWritable()` will now on average be much cheaper when using the adaptive allocator.  Based on https://github.com/netty/netty/pull/15062
netty,netty,4c1a4bd08d435c44f20cc07e37a45321f520bb18,https://github.com/netty/netty/commit/4c1a4bd08d435c44f20cc07e37a45321f520bb18,IoUring: Allow users to explicit enable RECVSEND_BUNDLE support (#15135)  Motivation:  In the past we did disable support for RECVSEND_BUNDLE completely as we did see issues on our CI. After more debugging we were able to report the issue to the io_uring kernel maintainers as it turned out to be a kernel bug:   https://lore.kernel.org/io-uring/364679fa-8fc3-4bcb-8296-0877f39d6f2c@gmail.com/T/#ma949ad361d376247a16db73e741cb1043e56e6a4  Once there is a kernel which has this bug-fix it is save to use RECVSEND_BUNDLE again and so make use of the extra performance. Because of this we should enable support but disable the feature explicit if not told otherwise. This will allow the end-user to explicit enable it if it is know that there current kernel is not affected anymore.  Modifications:  - Reenable support for RECVSEND_BUNDLE - Disable usage of RECVSEND_BUNDLE by default but let users explicit enable it again via -Dio.netty.iouring.recvsendBundleEnabled=true - Simplify code to use the same code path for RECVSEND_BUNDLE usage and non-usage  Result:  Allow users to explicit opt in for RECVSEND_BUNDLE
