owner,repo,commit_hash,commit_url,performance_message
pmd,pmd,4f9df6f48cdc9f643ccb40433d6be1f5eaa91d1c,https://github.com/pmd/pmd/commit/4f9df6f48cdc9f643ccb40433d6be1f5eaa91d1c,[cli] Make CLI default to multithreaded (#5741)  Merge pull request #5741 from oowekyala:give-threads-default-value
camunda,camunda,992afbf741f25b2d04d2ac1dc0254516a32b8add#diff-c871546cf084ee89e36386017b5ee7350014b13f14df4f466cbf867ba35ee449)):,mode](https://github.com/camunda/camunda/commit/992afbf741f25b2d04d2ac1dc0254516a32b8add#diff-c871546cf084ee89e36386017b5ee7350014b13f14df4f466cbf867ba35ee449)):,fix: ignore MIGRATED variable records (#26914)  ## Description  1. Variable MIGRATED Zeebe record does not provide the value  therefore we need to fully skip it when persisting in `list-view` index. More context: values store in `list-view` index are used to perform filtering by variable name and value in Processes tab. 2. I additionally reworked how the new variables are persisted (basically I brought back the code that was there[ before introducing and removing again of concurrency
apache,paimon,f1a54a890af8d3ceba4340f23568ae31c98780f0,https://github.com/apache/paimon/commit/f1a54a890af8d3ceba4340f23568ae31c98780f0,[core] Optimize getNextSnapshot in NextSnapshotFetcher to return fast
hazelcast,hazelcast,576bed00fbae560622d3446a87ff9477fc3f6d62,https://github.com/hazelcast/hazelcast/commit/576bed00fbae560622d3446a87ff9477fc3f6d62,Correct ByteArrayObjectDataOutput capacity for large inputs [HZG-346] (#4099)  There is a demonstrable large performance hit (100x) when an input length of more than `Integer.MAX_VALUE / 2` is provided. This is due to resizing being done in increments of `len` passed to `ensureAvailable(int len)` when doubling the current buffer length with a bit shift would overflow and become a negative value.  This means that the buffer is potentially continuously extended by small increments  instead of a single large increment (which is the intention with a doubling strategy).  This PR resolves the issue by catching the overflow case and setting the buffer's length to a `MAX_ARRAY_SIZE` value  which is approximately the largest supported array size possible.  This is the simplest solution to the problem encountered  and fits with the current doubling strategy within the limits of the JVM. We could overhaul our buffering mechanism entirely and use a segmented approach  trading some additional overheads for a more robust solution that supports larger inputs - this is definitely a more complex solution  and is likely overkill for Hazelcast's use-case. I discussed these options with @gbarnett-hz and he agreed that the simple approach is sufficient for now.  This PR also includes a test case that increases the existing `ByteArrayObjectDataOutput` test coverage.  Fixes https://hazelcast.atlassian.net/browse/HZG-346 Closes https://github.com/hazelcast/hazelcast/issues/26422  GitOrigin-RevId: aaf54ed54a7f6c9238858e854938bdfd1d66a01a
jooby-project,jooby,1761a34289647daae224286de2433cc76856f967,https://github.com/jooby-project/jooby/commit/1761a34289647daae224286de2433cc76856f967,netty: improve performance by caching the content-length header on bytes wrapped responses
YunaiV,ruoyi-vue-pro,4be18af236ac036741c6adba23fa58d06f17a73c,https://github.com/YunaiV/ruoyi-vue-pro/commit/4be18af236ac036741c6adba23fa58d06f17a73c,【代码优化】IoT: 基于 guava 对 producer 做 cache
trinodb,trino,6abe6475ccd023be97428b1b7b239ae9551872a7,https://github.com/trinodb/trino/commit/6abe6475ccd023be97428b1b7b239ae9551872a7,Use batched block builders in MergePages
dromara,RuoYi-Vue-Plus,5e510773475b47fe4375db143583da1e6b08c1ff,https://github.com/dromara/RuoYi-Vue-Plus/commit/5e510773475b47fe4375db143583da1e6b08c1ff,update 优化 直接从ClassPath加载ip2region数据库文件
apache,iotdb,b553a6f36700788dc933dc189d7515f313bffd58,https://github.com/apache/iotdb/commit/b553a6f36700788dc933dc189d7515f313bffd58,Pipe/Load: Remove MD5 check for identically named TSFile to speed up Active Load (#15311)
apache,pulsar,d3707c56db691304f4a1caceb559d3f29508fa6f,https://github.com/apache/pulsar/commit/d3707c56db691304f4a1caceb559d3f29508fa6f,[improve][broker] Reduce unnecessary REPLICATED_SUBSCRIPTION_SNAPSHOT_REQUEST (#23839)
quarkusio,quarkus,0208ffd60ff738bd70553d44fd3e7a60c4be63c2,https://github.com/quarkusio/quarkus/commit/0208ffd60ff738bd70553d44fd3e7a60c4be63c2,Merge pull request #46561 from mkouba/issue-46548  ArC: consider built-in session context during client proxy optimization
apache,pinot,290914c4f2b907bcd52a3527d28a99787651da70,https://github.com/apache/pinot/commit/290914c4f2b907bcd52a3527d28a99787651da70,Normalize excessive whitespaces in sql to avoid regex performance issues (#15498)
prestodb,presto,e5998e84053f7ba9cb81ae2be7efd91339d0f646,https://github.com/prestodb/presto/commit/e5998e84053f7ba9cb81ae2be7efd91339d0f646,Add less lock hungry AsyncQueue#offerAll  Adds a method to handle batch insertion of all elements to insert returned from AsyncQueue.BorrowResult. This simplifies the implementation and threads contending to synchronize on the queue for each individual element inserted.
AxonFramework,AxonFramework,0e310dc85749fc4dbc58691875888e5cda1beaa5,https://github.com/AxonFramework/AxonFramework/commit/0e310dc85749fc4dbc58691875888e5cda1beaa5,Merge pull request #3241 from AxonFramework/enhancement/align-publish-behavior  Have `DefaultEventGateway` provide a collection of events to the `EventBus` instead of looping over the events
apache,hudi,9d28d9817319740b8fe61a8ba40fc8f4291d2951,https://github.com/apache/hudi/commit/9d28d9817319740b8fe61a8ba40fc8f4291d2951,[HUDI-8706] Avoid reading partition path from records if not required (#12471)
apache,flink-cdc,250ab43e185ee39b23c4fb6376b84ea9e6741f58,https://github.com/apache/flink-cdc/commit/250ab43e185ee39b23c4fb6376b84ea9e6741f58,[FLINK-37741][cdc-runtime] Fix transform operator performance degradation  This closes  #4007
camunda,camunda,3f924a85927f43004ff75e5b57c373fa5fc322f3,https://github.com/camunda/camunda/commit/3f924a85927f43004ff75e5b57c373fa5fc322f3,fix: split parallel and batched paths in IncidentUpdate (#31624)  ## Description  <!-- Describe the goal and purpose of this PR. -->  - Split paths of parallel execution and plain sequential one in the incident update pipeline - Peform batch request to retrieve only deleted process instances during incident update  ## Checklist  <!--- Please delete options that are not relevant. Boxes should be checked by reviewer. --> - [ ] for CI changes: - [ ] structural/foundational changes signed off by [CI DRI](https://github.com/cmur2) - [ ] [ci.yml](https://github.com/camunda/camunda/blob/main/.github/workflows/ci.yml) modifications comply with ["Unified CI" requirements](https://github.com/camunda/camunda/wiki/CI-&-Automation#workflow-inclusion-criteria) - [ ] enable backports [when recommended](https://github.com/camunda/camunda/wiki/CI-&-Automation#when-to-backport-ci-changes)  ## Related issues  closes #
apache,maven,b125cf43f4034c6d5c78951be0c6006d0e3e3e54,https://github.com/apache/maven/commit/b125cf43f4034c6d5c78951be0c6006d0e3e3e54,feat: enhance MultiThreadedBuilder with smart project scheduling (#10893)  This enhancement improves parallel build efficiency by implementing intelligent project scheduling based on dependency chain analysis  inspired by the Takari Smart Builder approach.  Key improvements: - SmartProjectComparator orders projects by dependency chain length to prioritize critical path projects using algorithm: weight = 1 + max(downstream_project_weights) - Projects with longer downstream chains are built first for optimal parallelization - Projects with equal weights are ordered by project ID for deterministic results - Enhanced ConcurrencyDependencyGraph integrates smart scheduling for both initial and dynamic project ordering - Thread-safe implementation using ConcurrentHashMap to prevent race conditions - Comprehensive test coverage including same-weight ordering behavior  Algorithm example: For dependency graph A → B → D  A → C → D: - Project D: weight = 1 (no downstream dependencies) - Project B: weight = 2 (1 + max(D=1)) - Project C: weight = 2 (1 + max(D=1)) - Project A: weight = 3 (1 + max(B=2  C=2)) Build order: A (weight=3)  then B and C (weight=2  ordered by project ID)  then D (weight=1)  Benefits: - Improved thread utilization through intelligent project ordering - Reduced build times for complex multi-module projects (10-30% improvement expected) - Simple  deterministic scheduling based on project structure - Full backward compatibility with existing Maven functionality - No external dependencies or file I/O overhead  The enhancement automatically activates when using multithreaded builds: mvn clean install -T 4  # Uses 4 threads with smart scheduling
opentripplanner,OpenTripPlanner,77f900758b5b9b774bf1a4f95987b865fb9b066d,https://github.com/opentripplanner/OpenTripPlanner/commit/77f900758b5b9b774bf1a4f95987b865fb9b066d,Skip one more usually unnecessary intersection test
dromara,RuoYi-Vue-Plus,878cd7e9f03e1268e198942849c436efbf042d99,https://github.com/dromara/RuoYi-Vue-Plus/commit/878cd7e9f03e1268e198942849c436efbf042d99,update 优化工作流用户查询构建
netty,netty,0ff840c40bd0737659298ca96bda1f707650c145,https://github.com/netty/netty/commit/0ff840c40bd0737659298ca96bda1f707650c145,IoUring: Don't mark sockets as blocking as it makes no difference (#14681)  Motivation:  io_uring does not care about if a socket is blocking or non blocking. If you want to do non-blocking operations it needs to be done by io-hint and not file-hint.  Modifications:  Don't mark sockets explicit as blocking  Result:  Cleanup and one less syscall per socket
jenkinsci,jenkins,f45ba02af86d07caa3928010e384015babc2ccdb,https://github.com/jenkinsci/jenkins/commit/f45ba02af86d07caa3928010e384015babc2ccdb,[JENKINS-33704] Limit scope of `Jenkins#updateComputerList` to improve performance at scale (#10494)  * [JENKINS-33704] Limit scope of `Jenkins#updateComputerList`  Along the same line as #5882  but for computers  Adding/updating/removing a node to the system was causing all nodes retention strategies to be checked. If you have a lot of nodes  this quickly adds up to an extreme amount of checks.  This change makes the calls local  by only affecting the related nodes.  * Clarify variable name  * Fix logic  * Avoid dealing with `null`
ClickHouse,clickhouse-java,e363e40caf5453574cc01a0184bb1ceef97945d2,https://github.com/ClickHouse/clickhouse-java/commit/e363e40caf5453574cc01a0184bb1ceef97945d2,Merge pull request #2225 from ClickHouse/fix_compress_stream  [perf] fixed LZ4OutputStream
crate,crate,5ce8a91e21cd41dc374b846daf4fe277d6f46204,https://github.com/crate/crate/commit/5ce8a91e21cd41dc374b846daf4fe277d6f46204,Always load singleton string primary key from binary dv  If a table has a single primary key of type STRING  Crate will now store it in a BinaryDocValues field. These are more efficient than SortedDocValues for sequential access  and should both improve the performance of joins on primary keys and allow the removal of the Crate DocValuesFormat fork  which will re-enable compression on lower-cardinality string columns and open up the possibility of using sparse indexes in future.  This change shows significant speedups when streaming large numbers of primary key values:  Q: select count(t1."sourceIP") from uservisits_large t1 inner join uservisits_small t2 on t1."sourceIP" = t2."sourceIP" C: 1 | Version |         Mean ±    Stdev |        Min |     Median |         Q3 |        Max | |   V1    |    25393.936 ±  339.451 |  24746.715 |  25338.120 |  25668.752 |  26095.559 | |   V2    |    11375.290 ±  378.957 |  10383.943 |  11328.199 |  11476.776 |  12147.357 | ├---------┴-------------------------┴------------┴------------┴------------┴------------┘ |               -  76.25%                           -  76.42% There is a 100.00% probability that the observed difference is not random  and the best estimate of that difference is 76.25% The test has statistical significance  Q: select count(t1."sourceIP") from uservisits_large t1 inner join uservisits_small t2 on t1."sourceIP" = t2."sourceIP" C: 5 | Version |         Mean ±    Stdev |        Min |     Median |         Q3 |        Max | |   V1    |    27992.866 ±  348.264 |  27397.459 |  27871.027 |  28083.560 |  28950.416 | |   V2    |    14367.342 ±  428.816 |  14025.410 |  14237.366 |  14344.758 |  15561.470 | ├---------┴-------------------------┴------------┴------------┴------------┴------------┘ |               -  64.33%                           -  64.76% There is a 100.00% probability that the observed difference is not random  and the best estimate of that difference is 64.33% The test has statistical significance
quarkusio,quarkus,07ba5e6bcd1a0ac1b536002cdf459a8d8eb79d11,https://github.com/quarkusio/quarkus/commit/07ba5e6bcd1a0ac1b536002cdf459a8d8eb79d11,Lazily access ObjectMapper in Quarkus REST Jackson module  This is done because the server MessageBodyReader and MessageBodyWriter classes are created at static init  which means two things: * The Jackson bean should not be accessed directly as it can still be configured by user provided code (via ObjectMapperCustomizer). * Accessing the Jackson bean directly imposes a rather large hit on startup time (on my machine  it's over 50ms)  regardless if MessageBodyReader / MessageBodyWriter are ever used in the application
lakesoul-io,LakeSoul,60a75e3641083125af207d12cbbc8709faf2e66d,https://github.com/lakesoul-io/LakeSoul/commit/60a75e3641083125af207d12cbbc8709faf2e66d,[Presto] Added the support for filter pushdown of time/date type (#627)  * Added the support for filter pushdown of time/date type  Signed-off-by: 王英泰 <2253457010@qq.com>  * [Presto] Matched the timestamp type between Presto and LakeSoul  Signed-off-by: 王英泰 <2253457010@qq.com>  ---------  Signed-off-by: 王英泰 <2253457010@qq.com>
thingsboard,thingsboard,4474df769b2186add19e5fe5f33f65934467da3e,https://github.com/thingsboard/thingsboard/commit/4474df769b2186add19e5fe5f33f65934467da3e,fetch entities only on subs creation
apache,iotdb,d3bd5c7bec38bcece3bde87dd4a19122ca21166f,https://github.com/apache/iotdb/commit/d3bd5c7bec38bcece3bde87dd4a19122ca21166f,Omitted the useless distinct logic for device when determined predicate does not contain "OR"
runelite,runelite,194bf6c4893834c52b7529e2f160991a12020e43,https://github.com/runelite/runelite/commit/194bf6c4893834c52b7529e2f160991a12020e43,client: Fix WildcardMatcher regex DoS  Before this commit  wildcard strings with multiple repeated asterisks would be expanded to a string similar to ".*.*.*" before invoking `String#matches()` using the result. While this has no change in behavior  expanding enough asterisks would eventually cause this matching to perform badly and hang the client. Instead  expanding groups of asterisks to a single regex ".*" avoids this problem.
trinodb,trino,cbc50152ab1caf19063071187209133f5826585a,https://github.com/trinodb/trino/commit/cbc50152ab1caf19063071187209133f5826585a,Optimize metadata query with distinct + limit
opentripplanner,OpenTripPlanner,92aee939c402142289d7838643c9d2b33f7e8643,https://github.com/opentripplanner/OpenTripPlanner/commit/92aee939c402142289d7838643c9d2b33f7e8643,avoid running turn restriction applications multiple times
opentripplanner,OpenTripPlanner,5f6dea6b11abdb793d06d9416b4db8c6b4686f38,https://github.com/opentripplanner/OpenTripPlanner/commit/5f6dea6b11abdb793d06d9416b4db8c6b4686f38,Test if area is already linked earlier  This eliminates the need for several point inside polygon tests.
jhy,jsoup,36ba3edad1de83e61dff71ca929909587eebd834,https://github.com/jhy/jsoup/commit/36ba3edad1de83e61dff71ca929909587eebd834,Optimize `#id .class` selector performance  Fixes #2254
debezium,debezium,867b485b6d8e8531df7248b466609750eea2d949,https://github.com/debezium/debezium/commit/867b485b6d8e8531df7248b466609750eea2d949,DBZ-8926 Fetch `OBJ# %` rows only when using Hybrid with query filters
apache,shardingsphere,df7fe751e0b9419692f003f6860205920b9b7741,https://github.com/apache/shardingsphere/commit/df7fe751e0b9419692f003f6860205920b9b7741,Optimize MySQL multi-statements handling (#35510)  - Extract DatabaseType instance as a private field to improve performance - Update SQLParserEngine initialization to use the pre-loaded DatabaseType - Modify SQLBindEngine invocation to include DatabaseType as a parameter
apache,hudi,7380c26141910f4228fe92b259a2f665b1488d9c,https://github.com/apache/hudi/commit/7380c26141910f4228fe92b259a2f665b1488d9c,[MINOR] Fix skew in clustering operator (#12765)
apache,hbase,78b06cefdeb183970a008486ef3e30383e410d2f,https://github.com/apache/hbase/commit/78b06cefdeb183970a008486ef3e30383e410d2f,HBASE-29123: A faster CodecPool for HBase (#6679)  Signed-off-by: Wellington Ramos Chevreuil <wchevreuil@apache.org> Signed-off-by: Ray Mattingly <rmattingly@apache.org> Signed-off-by: Nick Dimiduk <ndimiduk@apache.org>
jhy,jsoup,c6208d2c8d3f3cb45215053f2656683844155e8a,https://github.com/jhy/jsoup/commit/c6208d2c8d3f3cb45215053f2656683844155e8a,Don't create a new Parser in Node#attr  If a Node did not (yet) have a parent document  calling attr() would create a parser  to get the default HTML settings to normalize the attribute name. Simplify that to just use defaults directly.  Also  simplified DocumentType to use attributes.add  which does not go through normalization or dedupe.
apache,iotdb,701a5156e7a6686ec70a1a9ec457ae3b08bb9056,https://github.com/apache/iotdb/commit/701a5156e7a6686ec70a1a9ec457ae3b08bb9056,Pipe: Optimize the process of collecting PipeTsFileInsertionEvent in table model to reduce unnecessary parsing of TsFile (#14697)  Co-authored-by: Steve Yurong Su <rong@apache.org>
camunda,camunda,dc5759e19411331472c39d7b640f63e39e1e3bec,https://github.com/camunda/camunda/commit/dc5759e19411331472c39d7b640f63e39e1e3bec,perf: avoid copy of persisted DRGs
nguyenq,tess4j,045a2d5900dd154a828b18acc38308a3233dbd4c,https://github.com/nguyenq/tess4j/commit/045a2d5900dd154a828b18acc38308a3233dbd4c,Use SetImage method that takes Pix as input
ClickHouse,clickhouse-java,57a0159fbd9a68d7a80e211e0dabd8d1b83da4c7,https://github.com/ClickHouse/clickhouse-java/commit/57a0159fbd9a68d7a80e211e0dabd8d1b83da4c7,Improve JDBC insert performance (#2165)  * First naive implementation.  * Refine implementation  * Enable testDateTypes  * remove jdbc v1 from tests  * Use StatementType instead of boolean
LaurieWired,Malimite,23f0caef3f943aebddc4708de415b534e3f0671b,https://github.com/LaurieWired/Malimite/commit/23f0caef3f943aebddc4708de415b534e3f0671b,Add search option and optimize ghidra analysis
stleary,JSON-java,7b0d1942b4c172361475bd92c197eea1f13ae5ce,https://github.com/stleary/JSON-java/commit/7b0d1942b4c172361475bd92c197eea1f13ae5ce,tech-debt-25250701 add jacoco to gradle build  refactor JSONObject to restore performance
apache,paimon,b20b78e02076bdc27a85570d8997435322d58919,https://github.com/apache/paimon/commit/b20b78e02076bdc27a85570d8997435322d58919,[core] Avoid the unnecessary key value copy (#5116)
eclipse-vertx,vert.x,32f1d41b254b86b42e5aadccdcb89710b0ec2f35,https://github.com/eclipse-vertx/vert.x/commit/32f1d41b254b86b42e5aadccdcb89710b0ec2f35,Avoid UUID.randomUUID() in Verticle deployment startup code  This is done because bootstrapping the plumbing needed by the JDK to produce a UUID value is expensive  it thus doesn't make sense to pay this cost when the property isn't actually needed
thingsboard,thingsboard,a4db17c859797d8c02b8a29d324d6979483869c3,https://github.com/thingsboard/thingsboard/commit/a4db17c859797d8c02b8a29d324d6979483869c3,AI rule node: add cache to AI settings
undertow-io,undertow,bcd28cd16da7281f0c996c397611286224286f9e,https://github.com/undertow-io/undertow/commit/bcd28cd16da7281f0c996c397611286224286f9e,Merge pull request #1721 from jasondlee/UNDERTOW-2547  UNDERTOW-2547 - Perform gathering write
camunda,camunda,feab370d4c19aaf5f8d17801ede5fdf1388f1fef,https://github.com/camunda/camunda/commit/feab370d4c19aaf5f8d17801ede5fdf1388f1fef,refactor: add a new map with triple keys and no allocations
zfoo-project,zfoo,21fed98235ea0f15f5e6e5e1650d22b6b1586f95,https://github.com/zfoo-project/zfoo/commit/21fed98235ea0f15f5e6e5e1650d22b6b1586f95,ref[net]: use zero copy in tunnel proxy server
redisson,redisson,6a6bc930846f6e91f44159232d569ddf4a415ae6,https://github.com/redisson/redisson/commit/6a6bc930846f6e91f44159232d569ddf4a415ae6,Improvement - LRUCacheMap speed optimization up to 200x
pentaho,pentaho-kettle,820ce55befc734099ac948db4fe1cfb010909396,https://github.com/pentaho/pentaho-kettle/commit/820ce55befc734099ac948db4fe1cfb010909396,Optimization: cache the rows as they are being read from the DB  this also allows a better memory management
signalapp,Signal-Server,f8d27d8faba3e893c234b70149162458b10b518e,https://github.com/signalapp/Signal-Server/commit/f8d27d8faba3e893c234b70149162458b10b518e,"encrypt timestamps" crawler optimizations
ClickHouse,clickhouse-java,97610f7814a6019ab2f425545d2020f90bc7d10e,https://github.com/ClickHouse/clickhouse-java/commit/97610f7814a6019ab2f425545d2020f90bc7d10e,return BigDecimal if already provided instead of converting. (#2208)
netty,netty,a442d177aee85246e7438fd8df40df148cdfe34c,https://github.com/netty/netty/commit/a442d177aee85246e7438fd8df40df148cdfe34c,IoUring: Use IORING_RECVSEND_POLL_FIRST even when using buffer ring. (#14766)  Motivation:  We can also use IORING_RECVSEND_POLL_FIRST when using a buffer ring to reduce the overhead a bit in some cases.  Modifications:  Compute the correct ioPrio when doing a recv with a buffer ring.  Result:  Reduce some small overhead
eclipse-vertx,vert.x,2bc2fef15765297cbfecd97d54ddf30b2be4d887,https://github.com/eclipse-vertx/vert.x/commit/2bc2fef15765297cbfecd97d54ddf30b2be4d887,Add an internal system property to enable HTTP/1.x immutable response headers caching.
debezium,debezium,1338c7e7c5f8e6a3524cf722ccbf3a04dde4497c,https://github.com/debezium/debezium/commit/1338c7e7c5f8e6a3524cf722ccbf3a04dde4497c,DBZ-8595 Remove redundant schema refresh when starting streaming  Before this change we called schema refresh during initialization of the streaming and once we started replicated connection just before start of the streaming.  The first call during init has to be there as we may resume incremental snapshot after streaming init step and need to have schema available. The second refresh seems to be redundant as it's called almost right after init and there doesn't seem to be anything which would require to refresh the schema again just before start actual streaming.
netty,netty,3816df0f6bd893cff7a5bade144a7c08da07c2da,https://github.com/netty/netty/commit/3816df0f6bd893cff7a5bade144a7c08da07c2da,IoUring: Only cancel operations once (#14920)  Motivation:  cancelOps(...) might be called multiple times while trying to teardown a channel. There is not need to submit multiple ASYNC_CANCEL for the same operation  so guard against it.  Modifications:  Just set the ids to 0 after the cancel was submitted and guard against submitting a cancel if the id is 0  Result:  Less submissions during teardown of a Channel
crate,crate,2fc1fa47ee9e5aa048a829162b007a0675eee5f9,https://github.com/crate/crate/commit/2fc1fa47ee9e5aa048a829162b007a0675eee5f9,Avoid client node roundtrip during shards resize  Before:  client -> node1 ---> master-node (resize) node1 <--- master-node (resp) node1 ---> master-node (swap resized with source)  After:  client -> node1 ---> master-node (resize) | (swap resized with source) V node1 <--- master-node
apache,ignite,801acdf6032affd7c45ea97b28cbeeacf38d7f20,https://github.com/apache/ignite/commit/801acdf6032affd7c45ea97b28cbeeacf38d7f20,IGNITE-24664 SQL Calcite: Use PK index scan instead of hash index scan - Fixes #11900.  Signed-off-by: Aleksey Plekhanov <plehanov.alex@gmail.com>
prometheus,client_java,7016bf7c5749e806ef91a918fdb294d394b83a16,https://github.com/prometheus/client_java/commit/7016bf7c5749e806ef91a918fdb294d394b83a16,Use bulk string writes for text formats (#1273)  Further optimize `TextFormatUtil#writeEscapedLabelValue`. We're seeing `TextFormatUtil#writeEscapedLabelValue` show up in our production traces due to the single `char` writes to `OutputStreamWriter`. We're using `OpenMetricsTextFormatWriter`. #1241 and #1248 should take care of most of these issues but there still remains some optimization potential left. `BufferedWriter#write(int)` has some minimal overhead in terms of locking. If we assume that rarely any characters need to be escaped and instead optimize to write as large of a part of the String as possible in one method call.  Before --------- ``` Benchmark                                             Mode  Cnt       Score      Error  Units TextFormatUtilBenchmark.openMetricsWriteToByteArray  thrpt   25  438485.372 ± 4270.355  ops/s TextFormatUtilBenchmark.openMetricsWriteToNull       thrpt   25  440105.281 ± 2891.572  ops/s TextFormatUtilBenchmark.prometheusWriteToByteArray   thrpt   25  467213.001 ±  878.780  ops/s TextFormatUtilBenchmark.prometheusWriteToNull        thrpt   25  472931.759 ±  976.028  ops/s ```  After -------  ``` Benchmark                                             Mode  Cnt       Score      Error  Units TextFormatUtilBenchmark.openMetricsWriteToByteArray  thrpt   25  462852.243 ± 5071.696  ops/s TextFormatUtilBenchmark.openMetricsWriteToNull       thrpt   25  469910.681 ± 1670.430  ops/s TextFormatUtilBenchmark.prometheusWriteToByteArray   thrpt   25  482362.506 ± 2051.684  ops/s TextFormatUtilBenchmark.prometheusWriteToNull        thrpt   25  487707.557 ± 3344.881  ops/s ```  About a 5% to 6% gain for `OpenMetricsTextFormatWriter` and around 3% for `PrometheusTextFormatWriter`.  Note that this benchmark is actually for `OpenMetricsTextFormatWriter` and `PrometheusTextFormatWriter` since `TextFormatUtil` is not public and can therefore not be benchmarked directly. The relative gains in `#writeEscapedLabelValue` are higher because the benchmark runs the full text format writers.  I also added a test for `TextFormatUtil#writeEscapedLabelValue` since the code is now more complicated.  ---------  Signed-off-by: Philippe Marschall <philippe.marschall@gmail.com> Co-authored-by: Doug Hoard <dhoard@users.noreply.github.com>
apache,hbase,27139c409ad09cde831f36de15aa53d39099ce99,https://github.com/apache/hbase/commit/27139c409ad09cde831f36de15aa53d39099ce99,HBASE-29103 Avoid excessive allocations during reverse scanning when seeking to next row (#6643)  Signed-off-by: Nick Dimiduk <ndimiduk@apache.org> Signed-off-by: Ray Mattingly <rmattingly@apache.org>
apache,pulsar,d377bc9d7321a66201a301b6887fb1fea3ef8820,https://github.com/apache/pulsar/commit/d377bc9d7321a66201a301b6887fb1fea3ef8820,[improve][client] PIP-393: Improve performance of Negative Acknowledgement (#23600)  Co-authored-by: Lari Hotari <lhotari@apache.org>
netty,netty,c78193caf12b1bc9c67d5be32c333388bc28cf1d,https://github.com/netty/netty/commit/c78193caf12b1bc9c67d5be32c333388bc28cf1d,Reuse the same SizeClassedChunk if there're available segments (#15416)  Motivation:  SizeClassedChunk is not using the freeList size to update the remaining capacity  prompting unnecessary chunk allocations  Modification:  Once approaching one or less segment left  update the remaining capacity  to save allocating a new chunk  Result:  Reduced fragmentation and allocation pressure for buffers which release later
prestodb,presto,d5e76afa9522e4ea7dc397cc57d0486ab433cb28,https://github.com/prestodb/presto/commit/d5e76afa9522e4ea7dc397cc57d0486ab433cb28,Add an optimizer to add distinct below build side of semi join
apache,iotdb,5cb388190ae87fc965288c799078115d27882208,https://github.com/apache/iotdb/commit/5cb388190ae87fc965288c799078115d27882208,Parallel disptach read fragment instance
soot-oss,soot,1601d3662feb8dab43c1db14259cace3adbb37fc,https://github.com/soot-oss/soot/commit/1601d3662feb8dab43c1db14259cace3adbb37fc,Merge pull request #2156 from MarcMil/extension  Make the FastColorer fast again
pinpoint-apm,pinpoint,4920c926d8800ff8aae4bbe63a6e5e0243d926be,https://github.com/pinpoint-apm/pinpoint/commit/4920c926d8800ff8aae4bbe63a6e5e0243d926be,[#12434] Optimize scanner caching
netty,netty,7a9d9df46a72269b0a5d563439489c2b1d0bd195,https://github.com/netty/netty/commit/7a9d9df46a72269b0a5d563439489c2b1d0bd195,Reduce number of EpollIoOps.contains calls (#15442)  Motivation:   ![image](https://github.com/user-attachments/assets/063f0d55-6b91-4b13-aa0a-f7ddcf6a0a75)  Modification:  Join 2 EpollIoOps.contains() invocations with one merged constant and fully inline `contains()`  Result:  No more `EpollIoOps.contains` calls in the critical hot path.
GIScience,openrouteservice,65bfb9223029334a943e4d8c1beff9575f5f82e1,https://github.com/GIScience/openrouteservice/commit/65bfb9223029334a943e4d8c1beff9575f5f82e1,refactor: remove unnecessary DA initialization
PBH-BTN,PeerBanHelper,3fdd9a6cb070b7d0501854d9e15c93e30b68a6f3,https://github.com/PBH-BTN/PeerBanHelper/commit/3fdd9a6cb070b7d0501854d9e15c93e30b68a6f3,改进 BAN_LIST Map，ARB 优化 BAN_LIST 读取
quarkusio,quarkus,1c310a92aab57b308c3b437701fc43b9bc1570d5,https://github.com/quarkusio/quarkus/commit/1c310a92aab57b308c3b437701fc43b9bc1570d5,Merge pull request #45997 from radcortez/system-properties  Lazy System Properties for native image
chinabugotech,hutool,158a0f03adbace157d6f26779fe82062c0ec9a87,https://github.com/chinabugotech/hutool/commit/158a0f03adbace157d6f26779fe82062c0ec9a87,!1323 判断注解数组元素是否相同优化 Merge pull request !1323 from 会飞的行李/v5-dev
networknt,light-4j,c52992329882ea98f9f179af45603de48ffe2c8d,https://github.com/networknt/light-4j/commit/c52992329882ea98f9f179af45603de48ffe2c8d,fixes #2450 update cache manager to make sure it only initialized once (#2451)
prestodb,presto,ebf7bb85a9f79772c4cc25dbaf7cb607598ace74,https://github.com/prestodb/presto/commit/ebf7bb85a9f79772c4cc25dbaf7cb607598ace74,[Iceberg]Prefer `AppendFiles` over `RowDelta` in insert-only statement
opentripplanner,OpenTripPlanner,7af5f7d4482e148d4862b03ce20173df12eb612d,https://github.com/opentripplanner/OpenTripPlanner/commit/7af5f7d4482e148d4862b03ce20173df12eb612d,Optimise performance by instantiating context only once
apache,pdfbox,96856ee9704c928f3c8dbcccedd1a51cb914ef12,https://github.com/apache/pdfbox/commit/96856ee9704c928f3c8dbcccedd1a51cb914ef12,PDFBOX-5998: avoid unnecessary map lookups based on a proposal by Axel Howind  git-svn-id: https://svn.apache.org/repos/asf/pdfbox/trunk@1925396 13f79535-47bb-0310-9956-ffa450edef68
apache,hive,541ccaa1bb35910b6af3036e4162d4bb952ea036,https://github.com/apache/hive/commit/541ccaa1bb35910b6af3036e4162d4bb952ea036,HIVE-28575: Optimize FS rpc call in Warehouse::getDnsPath (Butao Zhang  reviewed by Ayush Saxena  Chris Nauroth)
